-1594739661,-717093083,,,Graford,Brownwood Shale,,,,,,,7/24/06,7/24/06,swest
-1565974276,,,,Shackleton Limestone,,,,,,,,11/27/06,11/27/06,cschafer
-1556079101,-831312950,,,,,,,,,,,1/15/06,1/15/06,jcounts
-1539492202,-1346949046,,,,,,,,,,,6/18/02,6/18/02,topdog
-1512109898,-425683310,,,Boggy Sh.,,,,,,,,6/23/02,6/23/02,topdog
-1483369782,75874628,,,,sh below Saddle Creek ls mbr,,,,,,,6/18/02,6/18/02,topdog
-1454752680,1138236650,,,,Otterville ls,,,,,,,6/25/02,6/25/02,topdog
-1453791911,-459494510,,,,,,,,,,,1/15/06,1/15/06,jcounts
-1450627931,1699612311,,,,,,,,,,,12/5/05,1/15/06,jcounts
-1448530662,-345341695,,,,ig. in Deese plus or minus 100' above base,,,,,,,6/14/02,6/14/02,topdog
-1438895530,60210061,,,,,,,,,,,6/25/02,6/25/02,topdog
-1388446513,75874628,,,,sh below Saddle Cr ls,,,,,,,6/18/02,6/18/02,topdog
-1376554728,,,,,Stoner ls,,,,,,,6/25/02,6/25/02,topdog
-1369639480,181084154,,,Upper Harpersville,,,,,,,,7/24/06,7/24/06,swest
-1355170763,1909766856,,,,,,,,,,,1/15/06,1/15/06,jcounts
-1288854659,1819249343,,,Hertha Limestone (q),,,,,,,,5/25/00,4/7/06,jcounts
-1287397623,-1080232169,,,,,,,,,,,6/4/02,6/4/02,topdog
-1273823239,-1201199736,,,,Hickory Creek sh,,,,,,,6/25/02,6/25/02,topdog
-1267501794,1920289348,,,,,,,,,,,6/20/02,6/20/02,topdog
-1261367761,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-1253495696,331864349,,,,,,,,,,,6/18/02,6/18/02,topdog
-1241500087,-717093083,,,Graford,Brownwood Shale,,,,,,,7/24/06,7/24/06,swest
-1230903270,,,,Shackleton Limestone,,,,,,,,11/27/06,11/27/06,cschafer
-1203766189,,,,,U. Stanton ls,,,,,,,6/25/02,6/25/02,topdog
-1184834172,-2100092311,,,,,,,,,,,6/18/02,6/18/02,topdog
-1170318625,-1913682070,,,,Mingus sh,,,,,1,,11/15/01,8/29/03,topdog
-1140064992,1669379763,,,,,,,,,,,6/4/02,6/4/02,topdog
-1136107771,,,,Shackleton Limeston,,,,,,,,11/29/06,11/29/06,cschafer
-1085132574,-459494510,,,,,,,,,,,1/15/06,1/15/06,jcounts
-1083368916,1669379763,,,,Wayland sh mbr,,,,,,,6/18/02,6/25/02,topdog
-1077724661,,,,,Plattsmouth ls,,,,,,,6/25/02,6/25/02,topdog
-1067942712,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-995746966,-717093083,,,Graford,Brownwood Shale,,,,,,,7/21/06,7/21/06,swest
-992261379,,,,Shackleton Limestone,,,,,,,,11/29/06,11/29/06,cschafer
-973241900,,,,Shackleton Limestone,,,,,,,,11/27/06,11/27/06,cschafer
-955109157,-467392295,,,,,,,,,,,6/20/02,6/20/02,topdog
-945563869,-1622769790,,,Graham,Wayland Shale,,,,,,,7/24/06,7/24/06,swest
-906681942,-77459140,,,Harpersville,Belknap ls,,,,,1,,7/24/06,7/24/06,swest
-894870722,-1622769790,,,Graham,Wayland Shale,,,,,,,7/24/06,7/24/06,swest
-893737021,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-890604235,1328653590,,,,,,,,,,,6/14/02,6/14/02,topdog
-883431308,-1173228525,,,,sh below Saddle Creek ls,,,,,,,6/18/02,6/25/02,topdog
-859003793,1352451851,,,,,,,,,,,6/4/02,6/4/02,topdog
-830778232,,,,,,sh below Bethany Falls ls,,,,,,6/18/02,6/18/02,topdog
-827754719,75874628,,,,Waldrip ls,,,,,,,6/18/02,6/18/02,topdog
-790100710,-381961824,,,,,,,,,,,1/15/06,1/15/06,jcounts
-757988155,-459494510,,,,,,,,,,,12/5/05,1/15/06,jcounts
-752330080,,,,Pennsylvanian,Stull Shale,,,,,,,11/29/06,11/29/06,cschafer
-735357125,,,,Greenhorn Limestone,Lincoln member (middle part),,,,,,,11/6/06,11/6/06,jcounts
-730000243,-466778069,,,,Glencairn sh mbr,,,,,,,6/25/02,6/25/02,topdog
-601112508,-1508848657,,,,Graham fm,,,,,,,6/12/02,6/12/02,topdog
-591162847,,,,Taylor Formation,,,,,,,,11/29/06,11/29/06,cschafer
-578633922,129948628,,,,,,,,,,,6/12/02,6/12/02,topdog
-571809225,1467413083,,,,,,,,,,,6/18/02,6/18/02,topdog
-567352334,-1909225183,,,,,,,,,,,6/18/02,6/18/02,topdog
-533433895,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-529035598,695565626,,,,Waldrip mbr,,,,,,,6/18/02,6/18/02,topdog
-513399604,190916035,,Wabaunsee,Bern LS,Burlingame shale,,,,,,,7/7/06,7/7/06,jcounts
-509793241,,,,Shackleton Limestone,,,,,,,,11/27/06,11/27/06,cschafer
-505641427,-1173228525,,,,sh below Saddle Creek ls,,,,,,,6/18/02,6/25/02,topdog
-503402409,-1493780991,,,,,,,,,,,6/13/02,6/13/02,topdog
-462442446,-308317114,,,,,,,,,,,6/13/02,6/13/02,topdog
-456708481,2111079421,,,,,,,,,,,12/5/05,1/15/06,jcounts
-454885386,,,,Shackleton Limestone,,,,,,,,11/27/06,11/27/06,cschafer
-444865000,-682200104,,,Shackleton Ls.,,,,,,,,6/14/02,6/14/02,topdog
-437654127,-442964779,,,,,,,,,,,12/5/05,1/15/06,jcounts
-427715559,,,,,Plattsmouth ls,,,,,,,6/25/02,6/25/02,topdog
-409549353,1950221684,,,,,,,,,,,1/15/06,1/15/06,jcounts
-403845978,-1250037227,,,Burlingame Shale,,,,,,,,7/16/06,7/16/06,jcounts
-381345043,-1622769790,,,Graham,Bunger Limestone,,,,,,,7/24/06,7/24/06,swest
-374831454,,,,Shackleton Limestone,,,,,,,,11/27/06,11/27/06,cschafer
-355980897,-1937357090,,,,,,,,,,,6/25/02,6/25/02,topdog
-341777647,1768044560,,,,,,,,,,,6/4/02,6/4/02,topdog
-339325783,381502319,,,,,,,,,,,6/18/02,6/18/02,topdog
-329426650,-831312950,,,,,,,,,,,12/5/05,1/15/06,jcounts
-326710375,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-304986614,-1970601287,,,,U. bed of Rock Bluff mbr,,,,,,,6/20/02,6/20/02,topdog
-278945942,1909766856,,,,,,,,,,,1/15/06,1/17/06,jcounts
-273528202,247540966,,,,,,,,,,,12/5/05,1/15/06,jcounts
-270519354,-843459733,,,,,,,,,,,1/15/06,1/15/06,jcounts
-264924405,1668091217,,,,,,,,,,,7/24/06,7/24/06,swest
-240084705,-716422188,,,,,,,,,1,,9/16/03,9/16/03,topdog
-236519226,1909766856,,,,,,,,,,,1/15/06,1/17/06,jcounts
-227417165,1909766856,,,,,,,,,,,1/15/06,1/17/06,jcounts
-222154301,-1145790392,,,,,,,,,1,,9/16/03,9/16/03,topdog
-202791405,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-178480409,1909766856,,,,,,,,,,,12/5/05,1/15/06,jcounts
-152725146,-913165554,,,Haskell LS,,,,,,,,7/27/06,7/27/06,jcounts
-134035392,-2100092311,,,,,,,,,,,6/18/02,6/18/02,topdog
-108609018,1258112854,,,,,,,,,,,12/5/05,1/15/06,jcounts
-94462285,1909766856,,,,,,,,,,,1/15/06,1/15/06,jcounts
-87279674,2077026507,,,,,,,,,,,6/18/02,6/18/02,topdog
-84433794,,,,,Plattsmouth ls mbr,,,,,,,6/25/02,6/25/02,topdog
-76337127,,,,Shaskleton Formation,,,,,,,,11/29/06,11/29/06,cschafer
-70273209,,,,,,sh below top massive ls Oread ls fm,,,,,,6/18/02,6/18/02,topdog
-50855241,1909766856,,,,,,,,,,,1/15/06,1/17/06,jcounts
-41705669,239479495,,,,,,,,,,,6/20/02,6/20/02,topdog
-21967200,1352451851,,,,,,,,,,,6/4/02,6/4/02,topdog
1,1683544841,,,Wyandott Fm.,Quindaro Sh. Mbr.,,,,,,,5/25/00,5/25/00,
2,71485800,,,Chouteau Limestone,,,,,,1,,5/25/00,4/4/03,topdog
3,792969084,,,Chouteau Limestone,,,,,,1,,5/25/00,12/18/03,etremain
6,-490308928,,,Chouteau Limestone,,,,,,1,,5/25/00,4/4/03,topdog
8,1571547434,,,Chouteau Limestone,,,,,,1,,5/25/00,12/18/03,etremain
9,174478146,,,Oologah,,,,,,1,,5/25/00,12/18/03,etremain
12,-564656552,,,Carlile Shale,Blue Hill sh,,,,,1,,5/25/00,12/18/03,etremain
16,-1207974081,,,Carlile Shale,Blue Hill Shale Middle,,,,,,,5/25/00,5/25/00,
17,-367556471,,,Carlile Shale,L Fairport sh,,,,,1,,5/25/00,12/18/03,etremain
18,2126649301,,,Carlile Shale,Blue Hill sh,,,,,1,,5/25/00,12/18/03,etremain
20,-1112709620,,,Carlile Shale,Blue Hill sh,,,,,1,,5/25/00,12/18/03,etremain
22,-1912547067,,,Carlile Shale,Blue Hill sh,,,,,1,,5/25/00,12/18/03,etremain
25,2141521066,,,Carlile Shale,Blue Hill sh,,,,,1,,5/25/00,12/18/03,etremain
28,-562430658,,,Carlile Shale,Blue Hill sh,,,,,1,,5/25/00,12/18/03,etremain
29,1665493760,,,Carlile Shale,Fairport,,,,,1,,5/25/00,12/18/03,etremain
30,-310909102,,,Magdalena Limestone,,,,,,1,,5/25/00,12/18/03,etremain
31,947378235,,,Niobrara,,,,,,1,,5/25/00,12/18/03,etremain
32,-195402302,,,Plattsburg Limestone,Merriam ls,,,,,1,,5/25/00,12/18/03,etremain
33,-113400485,,,Harpersville,Belknap ls,,,,,,,5/25/00,6/18/02,topdog
34,-1622769790,,,Graham,Wayland Shale,,,,,1,,5/25/00,12/18/03,etremain
36,181084154,,,Upper Harpersville,,,,,,,,5/25/00,5/25/00,
37,947378235,,,Niobrara,,Hesperornis beds,,,,1,,5/25/00,8/20/03,topdog
38,-923195438,,,Niobrara Fm.,,Pteranodon (Ornithostoma) beds,,,,1,,5/25/00,8/20/03,topdog
40,1104093836,,,Carlile Shale,L Fairport,,,,,1,,5/25/00,12/18/03,etremain
41,-971928201,,,Upper Granero shale,,,,,,,,5/25/00,5/25/00,
42,-1586382873,,,Carlile Shale,M Fairport,,,,,1,,5/25/00,12/18/03,etremain
43,-195402302,,,Plattsburg Limestone,Hickory Creek sh,,,,,1,,5/25/00,12/18/03,etremain
44,1667287822,,,Calhoun Shale,,,,,,1,,5/25/00,12/18/03,etremain
45,-1767761412,,,Carlile sh.,Blue Hill sh (lowermost 50 ft.),,,,,1,,5/25/00,12/18/03,etremain
48,1212945547,,,Lower New Providence Fm.,U Coral Ridge,,,,,1,,5/25/00,8/21/03,topdog
49,-1813428154,,,Foraker Limestone,Foraker ls,,,,,1,,5/25/00,8/21/03,topdog
50,947378235,,,Niobrara,,,,,,1,,5/25/00,8/21/03,topdog
51,-195402302,,,Plattsburg Limestone,,,,,,1,,5/25/00,1/12/04,etremain
55,-1500026128,,,Plattsburg Limestone,Spring Hill ls,,,,,1,,5/25/00,8/21/03,topdog
56,-1622769790,,,Graham,Wayland sh,,,,,1,,5/25/00,1/12/04,etremain
57,-1622769790,,,Graham,Wayland Shale,,,,,1,,5/25/00,1/12/04,etremain
61,-1748542141,,,Sycamore Ls.,,,,,,1,,5/25/00,8/21/03,topdog
64,-405587812,,,Carlile Shale,L Fairport,,,,,1,,5/25/00,8/21/03,topdog
66,-1504125097,,,Carlile Shale,U Fairport and L Blue Hill,,,,,1,,5/25/00,8/21/03,topdog
68,1663693967,,,Carlile Shale,M Fairport,,,,,1,,5/25/00,8/21/03,topdog
69,1738680597,,,Carlile Shale,L Fairport,,,,,1,,5/25/00,8/21/03,topdog
71,-474825788,,,Carlile Shale,U Fairport,,,,,1,,5/25/00,1/13/04,etremain
72,-152220225,,,Carlile Shale,U Fairport; Blue Hill; and Codell,,,,,1,,5/25/00,8/21/03,topdog
74,-1051334199,,,Carlile Sh.,U Fairport and L Blue Hill,,,,,1,,5/25/00,8/21/03,topdog
75,1181942220,,,Carlile Sh.,U Blue Hill and Codell,,,,,1,,5/25/00,8/21/03,topdog
76,-2130316034,,,Carlile Shale,L Fairport,,,,,1,,5/25/00,8/21/03,topdog
77,-223963097,,,Carlile Shale,M Fairport,,,,,1,,5/25/00,8/21/03,topdog
78,-141487695,,,Carlile Shale,M Fairport,,,,,1,,5/25/00,8/21/03,topdog
79,-1471288420,,,Carlile Shale,L Fairport,,,,,1,,5/25/00,8/21/03,topdog
80,464121883,,,Carlile Shale,M Fairport,,,,,1,,5/25/00,8/21/03,topdog
81,1174044849,,,Tacket Sh. Fm.,,,,,,1,,5/25/00,8/21/03,topdog
83,147187736,,,Cherryvale Sh. Fm.,Fontana sh,,,,,1,,5/25/00,8/21/03,topdog
84,658915431,,,Iola Ls. Fm.,Raytown ls,,,,,1,,5/25/00,8/21/03,topdog
86,-195402302,,,Plattsburg Ls. Fm.,Hickory Creek sh,,,,,1,,5/25/00,8/21/03,topdog
87,982808260,,,Wyandotte Ls. Fm.,Frisbie ls,,,,,1,,5/25/00,8/21/03,topdog
88,77139763,,,Stanton Ls. Fm.,Eudora sh,,,,,1,,5/25/00,1/13/04,etremain
89,111692298,,,Cherryvals Sh. Fm.,Fontana sh,,,,,1,,5/25/00,8/21/03,topdog
90,-121314204,,,Cherryvale Sh. Fm.,Block ls,,,,,1,,5/25/00,8/21/03,topdog
91,557547214,,,Stanton Ls. Fm.,Eudora sh,,,,,1,,5/25/00,8/21/03,topdog
92,-556784314,,,Cottonwood Limestone,,,,,,1,,5/25/00,8/21/03,topdog
93,-2033530271,,,Wapanucka Limestone Forma,,,,,,1,,5/25/00,8/21/03,topdog
94,-646296688,,,Kanwaka,Stull sh,,,,,1,,5/25/00,1/13/04,etremain
96,-717093083,,,Graford,Brownwood Shale,,,,,,,5/25/00,5/25/00,
97,-717093083,,,Graford,Brownwood Shale,,,,,,,5/25/00,5/25/00,
98,1057554726,,,Barneston Limestone,Fort Riley ls,,,,,1,,5/25/00,8/21/03,topdog
99,2008074362,,,Barneston Ls.,Ft. Riley ls,,,,,1,,5/25/00,8/21/03,topdog
100,-1622769790,,,Graham,South Bend,,,,,,,5/25/00,5/25/00,
101,1056238235,,,Wellington,Hollenberg ls,,,,,1,,5/25/00,8/21/03,topdog
102,760177528,,,Pierre Sh. Fm.,U Sharon Springs,,,,,1,,5/25/00,8/21/03,topdog
103,-1753766767,,,Francis,,,,,,,,5/25/00,5/25/00,
104,369782142,,,Pierre Sh. Fm.,U Weweskan,,,,,1,,5/25/00,8/21/03,topdog
105,886621732,,,Pierre Sh. Fm.,U Weskan,,,,,1,,5/25/00,8/21/03,topdog
107,1680858664,,,Boggy Sh.,,,,,,,,5/25/00,5/25/00,
108,390861674,,,Pierre Sh. Fm.,Lake Creek sh,,,,,1,,5/25/00,1/15/04,etremain
110,-1524276047,,,Pierre Sh. Fm.,Lake Creek sh,,,,,1,,5/25/00,8/21/03,topdog
112,1277510613,,,Pierre Sh. Fm.,U. Lake Creek sh,,,,,1,,5/25/00,8/21/03,topdog
113,-551391996,,,Pierre Fm.,Lake Creek sh,,,,,1,,5/25/00,8/21/03,topdog
114,843820738,,,Pierre Sh. Fm.,U Lake Creek sh,,,,,1,,5/25/00,8/21/03,topdog
115,-1047813416,,,Pierre Shale,Lake Creek sh,,,,,1,,5/25/00,8/21/03,topdog
116,-1440678957,,,Pierre Sh. Fm.,Lake Creek sh,,,,,1,,5/25/00,8/21/03,topdog
117,-1006348756,,,Pierre Sh. Fm.,Lake Creek,,,,,1,,5/25/00,1/15/04,etremain
119,-306557743,,,Boggy Shale Upper,,,,,,1,,5/25/00,8/22/03,topdog
120,-1641986884,,,Pierre Shale,Salt Grass sh,,,,,1,,5/25/00,8/22/03,topdog
121,555964667,,,Pierre Sh. Fm.,B Salt Grass sh,,,,,1,,5/25/00,8/22/03,topdog
123,1099055696,,,Pierre Shale,B Salt Grass sh,,,,,1,,5/25/00,1/15/04,etremain
124,-1545981254,,,Pierre Sh. Fm.,M Salt Grass sh,,,,,1,,5/25/00,8/22/03,topdog
125,491384797,,,Pierre Sh. Fm.,Salt Grass sh,,,,,1,,5/25/00,8/22/03,topdog
126,-825376787,,,Pierre Shale,U Weskan,,,,,1,,5/25/00,8/22/03,topdog
128,-1907852377,,,Wood Siding Fm.,B Grayhorse ls,,,,,1,,5/25/00,8/22/03,topdog
130,1806164318,,,Pierre Sh. Fm.,Beecher Island,,,,,1,,5/25/00,8/22/03,topdog
131,1129164885,,,Pierre Shale,Beecher Island sh,,,,,1,,5/25/00,8/22/03,topdog
133,-1328969595,,,Pierre Shale,Beecher Island,,,,,1,,5/25/00,8/22/03,topdog
134,-2004454209,,,Pierre Shale,Beecher Island sh,,,,,1,,5/25/00,8/22/03,topdog
135,-1125364135,,,Pierre Sh. Fm.,Beecher Island,,,,,1,,5/25/00,8/22/03,topdog
137,1745113261,,,Wyandotte Limestone,Argentine ls,,,,,1,,5/25/00,8/22/03,topdog
139,803464973,,,Wyandotte Limestone,Farley ls,,,,,1,,5/25/00,8/22/03,topdog
141,186498115,,,Stanton Limestone,Eudora sh,,,,,1,,5/25/00,8/22/03,topdog
142,1811394713,,,Vilas Shale,above Flaggy ls,,,,,1,,5/25/00,1/15/04,etremain
147,-1640047896,,,Eudora Shale,Eudora sh,,,,,1,,5/25/00,8/22/03,topdog
148,-195402302,,,Plattsburg Limestone,Merriam ls,,,,,1,,5/25/00,8/22/03,topdog
150,1984387845,,,Stanton Limestone,Eudora sh,,,,,1,,5/25/00,1/21/04,etremain
152,-46508453,,,Wyandotte Limestone,Farley ls,,,,,1,,5/25/00,8/22/03,topdog
153,-1157452122,,,Stanton Limestone,Captain Creek ls,,,,,1,,5/25/00,1/21/04,etremain
154,-450340017,,,Stanton Limestone,Eudora sh,,,,,1,,5/25/00,1/21/04,etremain
156,2011756966,,,Pennsylvanian,Eudora sh,,,,,1,,5/25/00,1/21/04,etremain
157,1698121276,,,Stanton Limestone,Eudora sh,,,,,1,,5/25/00,8/22/03,topdog
163,765934084,,,Stanton Limestone,Stoner ls,,,,,1,,5/25/00,8/22/03,topdog
170,-2036005193,,,Lower Boggy Shale,,,,,,1,,5/25/00,8/22/03,topdog
171,-671217087,,,Spring Hill Limestone,Plattsburg ls,,,,,1,,5/25/00,8/22/03,topdog
173,432515467,,,Avant Limestone,Avant ls,,,,,1,,5/25/00,8/22/03,topdog
174,-195402302,,,Plattsburg Limestone,Hickory Creek sh,,,,,1,,5/25/00,8/22/03,topdog
176,-82078679,,,Vilas Shale (base),,,,,,1,,5/25/00,8/22/03,topdog
177,-195402302,,,Plattsburg Limestone,Spring Hill ls,,,,,1,,5/25/00,8/22/03,topdog
178,355209703,,,Vilas Shale,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
179,355209703,,,Vilas Shale,,,,,,,,5/25/00,5/25/00,
181,474999639,,,Lansing Shale (possibly V,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
182,474999639,,,Lansing Shale (possibly V,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
183,474999639,,,Lansing Shale (possibly V,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
184,474999639,,,Lansing Shale (possibly V,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
185,474999639,,,Lansing Shale (possibly V,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
186,355209703,,,Vilas Shale,,,,,,,,5/25/00,5/25/00,
188,-195402302,,,Spring Hill Limestone (to,Spring Hill ls,,,,,1,,5/25/00,8/22/03,topdog
189,-195402302,,,Spring Hill Limestone (to,Spring Hill ls,,,,,1,,5/25/00,8/22/03,topdog
192,-195402302,,,Plattsburg,Merriam ls,,,,,1,,5/25/00,8/22/03,topdog
193,1049926371,,,Pierre Shale,,,,,,1,,5/25/00,8/22/03,topdog
194,1049926371,,,Pierre Shale,Beecher Island Shale,,,,,,,5/25/00,5/25/00,
195,1049926371,,,Pierre Shale,Beecher Island Shale,,,,,,,5/25/00,5/25/00,
196,-1309677195,,,Pierre Shale,Beecher Island,,,,,1,,5/25/00,8/22/03,topdog
197,-957604178,,,Pierre Shale,Beecher Island sh,,,,,1,,5/25/00,8/22/03,topdog
198,1222430391,,,Bonner Springs Shale,,coquina,,,,1,,5/25/00,8/22/03,topdog
210,1966750876,,,Farley Limestone,Farley ls,,,,,1,,5/25/00,8/22/03,topdog
211,-195402302,,,Plattsburg Limestone,Spring Hill ls,,,,,1,,5/25/00,8/22/03,topdog
212,,,,,,,,,,1,,8/25/03,8/25/03,topdog
213,-110793059,,,Stanton Limestone,Captain Creek ls,,,,,1,,5/25/00,8/25/03,topdog
214,355209703,,,Vilas Shale,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
215,355209703,,,Vilas Shale,Just Above Flaggy Limesto,,,,,,,5/25/00,5/25/00,
216,-1607432248,,,Wyandotte Limestone,Frisbie ls,,,,,1,,5/25/00,8/25/03,topdog
217,-1455389599,,,Stanton Limestone,Eudora sh,,,,,1,,5/25/00,8/25/03,topdog
219,-748574917,,,Farley Shale (middle),M Farley sh,,,,,1,,5/25/00,8/25/03,topdog
221,1818943098,,,Stanton Ls.,Captain Creek,,,,,1,,5/25/00,8/25/03,topdog
222,-562713001,,,Pierre Shale,,,,,,1,,5/25/00,8/26/03,topdog
223,-756494289,,,Argentine Limestone (midd,M Argentine ls,,,,,1,,5/25/00,8/25/03,topdog
224,-195402302,,,Plattsburg Limestone,U Spring Hill ls,,,,,1,,5/25/00,8/25/03,topdog
225,-82078679,,,base of Vilas Shale,,,,,,1,,5/25/00,8/25/03,topdog
232,-1222429731,,,Vilas Sh. Fm. (upper),,,,,,1,,5/25/00,8/25/03,topdog
234,1073658218,,,Wyandotte Limestone,Quindaro sh,,,,,1,,5/25/00,8/25/03,topdog
235,-195402302,,,Plattsburg Limestone,,,,,,1,,5/25/00,8/25/03,topdog
236,-633809366,,,Stanton Limestone,Victory Junction sh,,,,,1,,5/25/00,8/25/03,topdog
239,1711282427,,,Stanton Ls.,South Bed ls,Little Kaw ls,,,,1,,5/25/00,8/25/03,topdog
240,-242537666,,,Dennis Limestone,Winterset ls,,,,,1,,5/25/00,8/25/03,topdog
241,1405756199,,,Stanton Limestone Top,,Top of whatever is being quarried,,,,1,,5/25/00,8/25/03,topdog
242,1121592140,,,Wewoka Shale,,,,,,,,5/25/00,5/25/00,
244,-1654435795,,,U. Wewoka Sh.,,,,,,1,,5/25/00,8/25/03,topdog
245,2040603074,,,Holdenville Middle,,,,,,1,,5/25/00,8/25/03,topdog
246,-946508850,,,Whitehorse Ss.,,,,,,,,5/25/00,5/25/00,
247,-1179729887,,,Whitehorse Sandstone,,,,,,,,5/25/00,5/25/00,
248,-1179729887,,,Whitehorse Sandstone,,,,,,,,5/25/00,5/25/00,
250,-1179729887,,,Whitehorse Sandstone,,,,,,,,5/25/00,5/25/00,
251,-1179729887,,,Whitehorse Sandstone,,,,,,,,5/25/00,5/25/00,
252,-1179729887,,,Whitehorse Sandstone,,,,,,,,5/25/00,5/25/00,
253,-1339787889,,,Quartermaster Upper,,,,,,,,5/25/00,5/25/00,
254,-1339787889,,,Quartermaster Upper,,,,,,,,5/25/00,5/25/00,
255,-1339787889,,,Quartermaster Upper,,,,,,,,5/25/00,5/25/00,
256,-1339787889,,,Quartermaster Upper,,,,,,,,5/25/00,5/25/00,
257,1244174873,,,Dewey Limestone,,,,,,1,,5/25/00,8/25/03,topdog
258,-1763019269,,,Seminole,Fossiliferous Shale 50 Ft,,,,,,,5/25/00,5/25/00,
259,-1907852377,,,Wood Siding,Brownville ls,,,,,1,,5/25/00,8/25/03,topdog
260,459173632,,,Red Beds,,Red Beds,,,,1,,5/25/00,8/25/03,topdog
261,1740466787,,,Dennis Limestone Possibly,Winterset ls,,,,,1,,5/25/00,8/26/03,topdog
262,1258915199,,,Atoka,,,,,,1,,5/25/00,8/25/03,topdog
263,-686919407,,,Beattie Limestone,Florena sh,,,,,1,,5/25/00,8/25/03,topdog
264,-327624086,,,Stanton Limestone,Rock Lake Shale,,,,,,,5/25/00,5/25/00,
265,968768261,,,Nellie Bly (lower 60 Feet,,lower 60 feet,,,,1,,5/25/00,8/25/03,topdog
266,-1096170682,,,Nelly Bly,,,,,,1,,5/25/00,8/25/03,topdog
270,-1043446200,,,,,,,,,1,,8/25/03,8/25/03,topdog
273,-1753766767,,,Francis,,sh above Denay ls,,,,1,,5/25/00,8/25/03,topdog
274,-183697342,,,Lower Shale Wewoka Fm,,,,,,1,,5/25/00,8/25/03,topdog
275,-306659716,,,Upper Labette Shale,,,,,,1,,5/25/00,8/26/03,topdog
